Drug_Name,OMOP CUI,RxNorm CUI
Diphenhydramine Hydrochloride 45 MG / Guaifenesin 200 MG Oral Tablet,42799541,1293979
Diphenhydramine Hydrochloride 5 MG/ML / Hydrocortisone 5 MG/ML Topical Lotion,42799542,1292324
Diphenhydramine Hydrochloride 5 MG/ML / Hydrocortisone 5 MG/ML Topical Spray,42800725,1297950
Diphenhydramine Hydrochloride 5 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML Oral Solution,42799543,1294322
Diphenhydramine Hydrochloride 5 MG/ML Oral Suspension,42709277,1251838
Diphenhydramine Hydrochloride 5 MG/ML Topical Lotion,42799545,1291599
Diphenhydramine Hydrochloride 5 MG/ML Topical Spray,42800728,1297410
Diphenhydramine Hydrochloride 50 MG / Guaifenesin 250 MG Oral Tablet,42799547,1293982
Diphenhydramine Hydrochloride 50 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet,40243751,1190442
Diphenhydramine Hydrochloride 50 MG Oral Capsule,40227543,1020477
Diphenhydramine Hydrochloride 50 MG Oral Tablet,40234404,1085945
Diphenhydramine Hydrochloride 50 MG Rectal Suppository,42799549,1293984
Diphenhydramine Hydrochloride 50 MG/ML Injectable Solution,40232454,1049633
Diphenhydramine Hydrochloride 50 MG/ML Prefilled Syringe,42902925,1360038
Diphenhydramine Hydrochloride 500 MG Oral Tablet,42799551,1293986
Diphenhydramine Hydrochloride 6.25 MG Chewable Tablet,42799553,1293988
Diphenhydramine Tannate 1.5 MG/ML / Phenylephrine Tannate 5 MG/ML Extended Release Suspension,42799558,1292310
Diphenhydramine Tannate 25 MG / Phenylephrine Tannate 10 MG Chewable Tablet,42799559,1294365
Diphenhydramine Tannate 25 MG Chewable Tablet,42709251,1251787
Diphenhydramine Tannate 5 MG/ML / hydrocodone tannate 0.7 MG/ML / Phenylephrine Tannate 1.5 MG/ML Extended Release Suspension,42799561,1294380
Diphenhydramine Tannate 5 MG/ML / Phenylephrine Tannate 1.5 MG/ML Extended Release Suspension,42799560,1294366
Diphenhydramine Tannate 5 MG/ML Extended Release Suspension,42799562,1294367
duloxetine 20 MG Delayed Release Oral Capsule,715294,596926
duloxetine 20 MG Oral Capsule,19112657,483045
duloxetine 20 MG Oral Tablet,19113855,542051
duloxetine 30 MG Delayed Release Oral Capsule,19122148,596930
duloxetine 30 MG Extended Release Oral Capsule,19121375,578710
duloxetine 30 MG Oral Tablet,19113856,542055
duloxetine 40 MG Delayed Release Oral Capsule,19123437,616402
duloxetine 60 MG Delayed Release Oral Capsule,715300,596934
duloxetine 60 MG Oral Capsule,19124647,647112
duloxetine hydrochloride 60 MG Extended Release Oral Capsule,715292,578712
Fluoxetine 10 MG Oral Capsule,19077462,310384
Fluoxetine 10 MG Oral Tablet,19079985,313990
Fluoxetine 12 MG Oral Tablet,19065086,252440
Fluoxetine 15 MG Oral Tablet,19131597,803293
Fluoxetine 20 MG Delayed Release Oral Tablet,19107890,433731
Fluoxetine 20 MG Oral Capsule,19077463,310385
Fluoxetine 20 MG Oral Tablet,755700,248642
Fluoxetine 20 MG/ML Oral Solution,19113713,541518
Fluoxetine 25 MG / olanzapine 12 MG Oral Capsule,19102553,403970
Fluoxetine 25 MG / olanzapine 3 MG Oral Capsule,755855,721787
Fluoxetine 25 MG / olanzapine 6 MG Oral Capsule,19102552,403969
Fluoxetine 3 MG Oral Tablet,755701,252271
Fluoxetine 4 MG/ML Oral Solution,19077464,310386
Fluoxetine 40 MG Oral Capsule,755739,313989
Fluoxetine 40 MG Oral Tablet,755818,541357
Fluoxetine 40 MG/ML Oral Solution,19103129,406413
Fluoxetine 50 MG / olanzapine 12 MG Oral Capsule,19102554,403971
Fluoxetine 50 MG / olanzapine 6 MG Oral Capsule,19102555,403972
Fluoxetine 50 MG / olanzapine 60 MG Oral Capsule,19112720,484801
Fluoxetine 6 MG Oral Tablet,755732,252272
Fluoxetine 60 MG Oral Capsule,19013432,151260
Fluoxetine 60 MG Oral Tablet,40243919,1190110
Fluoxetine 90 MG Delayed Release Oral Capsule,755741,313995
Fluoxetine 90 MG Extended Release Oral Tablet,19071334,284196
Fluoxetine Hydrochloride 16 MG Chewable Tablet,40174702,902714
Fluoxetine Hydrochloride 32 MG Chewable Tablet,40174706,902718
Fluoxetine Hydrochloride 64 MG Chewable Tablet,19133152,826103
Fluoxetine Hydrochloride 8 MG Chewable Tablet,19133148,826098
mirabegron 25 MG Extended Release Oral Tablet,42873442,1300798
mirabegron 50 MG Extended Release Oral Tablet,42873446,1300804
Paroxetine 10 MG Oral Tablet,722067,312241
Paroxetine 12.5 MG Extended Release Oral Tablet,19115249,562790
Paroxetine 2 MG/ML Oral Solution,722154,562162
Paroxetine 2 MG/ML Oral Suspension,722068,312242
Paroxetine 20 MG Oral Tablet,722071,314199
Paroxetine 25 MG Extended Release Oral Capsule,19134569,844753
Paroxetine 25 MG Extended Release Oral Tablet,722156,562791
Paroxetine 30 MG Oral Tablet,722069,312243
Paroxetine 37.5 MG Extended Release Oral Tablet,722157,562815
Paroxetine 40 MG Oral Tablet,722070,312244
Paroxetine 7.5 MG Oral Capsule,43532894,1430122
Propafenone 10 MG Oral Tablet,19106659,429213
Propafenone 3.5 MG/ML Injectable Solution,1353261,251722
Propafenone 70 MG/ML Injectable Solution,1353260,246112
Propafenone Hydrochloride 150 MG Oral Tablet,40165138,861424
Propafenone Hydrochloride 225 MG Extended Release Oral Capsule,40165142,861160
Propafenone Hydrochloride 225 MG Oral Tablet,40165144,861427
Propafenone Hydrochloride 300 MG Oral Tablet,40165148,861430
Propafenone Hydrochloride 325 MG Extended Release Oral Capsule,40165152,861168
Propafenone Hydrochloride 425 MG Extended Release Oral Capsule,40165156,861174
Quinidine 160 MG / Verapamil 80 MG Oral Tablet,19107183,430641
Quinidine 165 MG Oral Capsule,19103477,410593
Quinidine 250 MG Extended Release Oral Capsule,19000861,102302
Quinidine 250 MG Oral Tablet,1360450,246263
quinidine bisulfate 300 MG Oral Tablet,19021915,199510
quinidine gluconate 200 MG Oral Tablet,19065984,259053
quinidine gluconate 324 MG Extended Release Oral Capsule,40161872,853006
quinidine gluconate 324 MG Extended Release Oral Tablet,40161873,852920
quinidine gluconate 330 MG Extended Release Oral Tablet,40161883,853002
quinidine gluconate 80 MG/ML Injectable Solution,40161885,853004
quinidine polygalacturonate 275 MG Oral Tablet,40161887,852891
Quinidine Sulfate 100 MG Oral Tablet,40161404,852974
Quinidine Sulfate 194 MG Oral Tablet,19112964,487236
Quinidine Sulfate 195 MG Oral Capsule,40161406,852980
Quinidine Sulfate 200 MG Extended Release Oral Tablet,40161408,852992
Quinidine Sulfate 200 MG Oral Capsule,40161409,852989
Quinidine Sulfate 200 MG Oral Tablet,40161410,852877
Quinidine Sulfate 200 MG/ML Injectable Solution,40161420,852991
Quinidine Sulfate 300 MG Extended Release Oral Tablet,40161422,852906
Quinidine Sulfate 300 MG Oral Capsule,40161424,852994
Quinidine Sulfate 300 MG Oral Tablet,40161425,852913
terbinafine 0.01 MG/MG Topical Gel,1741408,415685
terbinafine 125 MG Oral Granules,19127664,746036
terbinafine 125 MG Oral Tablet,19107132,430575
terbinafine 187.5 MG Oral Granules,19127665,746037
terbinafine 250 MG Oral Tablet,1741402,313222
Terbinafine hydrochloride 10 MG/ML Topical Cream,40180873,992528
Terbinafine hydrochloride 10 MG/ML Topical Solution,40180876,992531
Terbinafine hydrochloride 10 MG/ML Topical Spray,40180878,992535
Thioridazine 10 MG Delayed Release Oral Tablet,700398,315231
Thioridazine 10 MG Oral Tablet,700393,313354
Thioridazine 10 MG/ML Oral Solution,19010635,108878
Thioridazine 10 MG/ML Oral Suspension,19079743,313355
Thioridazine 100 MG Oral Tablet,19019856,198270
Thioridazine 100 MG/ML Oral Solution,700392,313353
Thioridazine 100 MG/ML Oral Suspension,19096096,346714
Thioridazine 15 MG Oral Tablet,700322,198271
Thioridazine 150 MG Oral Tablet,700323,198272
Thioridazine 2 MG/ML Oral Solution,700358,246229
Thioridazine 20 MG/ML Oral Solution,19010636,108879
Thioridazine 20 MG/ML Oral Suspension,700361,313352
Thioridazine 200 MG Extended Release Oral Tablet,700359,249141
Thioridazine 200 MG Oral Tablet,700324,198273
Thioridazine 25 MG Delayed Release Oral Tablet,700394,313356
Thioridazine 25 MG Oral Tablet,700325,198274
Thioridazine 25 MG/ML Oral Suspension,19096095,346713
Thioridazine 250 MG Oral Tablet,19107070,430331
Thioridazine 29.4 MG/ML Oral Solution,700357,243617
Thioridazine 30 MG Extended Release Oral Tablet,19061948,250023
Thioridazine 30 MG/ML Oral Solution,700396,313358
Thioridazine 30 MG/ML Oral Suspension,19105638,421898
Thioridazine 40 MG/ML Oral Solution,19106124,427184
Thioridazine 5 MG/ML Oral Solution,700464,392994
Thioridazine 5 MG/ML Oral Suspension,700395,313357
Thioridazine 50 MG Delayed Release Oral Tablet,700397,313359
Thioridazine 50 MG Oral Tablet,700326,198275
